2020/12/06,AQU,1,MCL,8.0,D,4.80,Bourbonic,2,0,0,0,1,4,1,2,1,4,2,0.15,3,0.0,2,0.21,2,-0.41,5,515.0,False,False,-1,False,11,13.25,False,True,359,246,409,22
2020/12/06,AQU,2,ClmN,8.0,D,15.20,Pendolino,20,1,5,2,3,-3,2,-5,7,-16,5,0.11,4,0.5,5,0.12,9,-0.90,3,3846.875,False,False,0,False,2,1.25,False,True,289,201,318,40
2020/12/06,AQU,3,CLM,8.0,D,7.30,Hardcore Folklore,27,5,3,5,3,-1,1,8,1,1,5,0.05,5,0.25,1,0.22,7,-0.49,4,3688.5384615384614,False,True,0,True,1,1.25,False,True,372,307,418,28
2020/12/06,AQU,4,MSW,8.0,D,32.60,Berenice,1,0,0,0,6,-19,6,-18,6,-23,3,0.17,6,0.0,5,0.18,5,-0.45,7,800.0,False,False,0,False,8,14.25,True,True,372,334,401,45
2020/12/06,AQU,5,AOC,8.0,D,4.40,Chestertown,9,2,3,1,4,-3,5,-7,6,-9,1,0.18,3,0.75,3,0.19,1,-0.19,1,18153.571428571428,False,False,-1,False,6,8.50,False,True,377,299,423,43
2020/12/06,AQU,6,STK,7.0,D,4.00,Laobanonaprayer,3,1,1,1,3,-8,1,6,1,6,9,0.12,5,0.6666666666666666,5,0.19,2,-0.07,2,31633.333333333332,True,True,0,True,1,5.50,True,True,309,292,362,43
2020/12/06,AQU,7,STK,6.0,D,7.50,Honor Way,40,12,8,7,2,-1,1,1,2,-1,3,0.17,7,0.25,6,0.13,6,-0.37,3,24055.555555555555,False,False,0,True,1,4.50,True,True,397,341,368,35
2020/12/06,AQU,8,STK,7.0,D,12.40,Hold the Salsa,5,2,0,0,3,-18,5,-17,5,-13,4,0.15,11,0.2,2,0.23,5,-0.27,4,20055.0,False,False,0,False,4,8.50,True,True,327,293,336,43
2020/12/06,AQU,9,MCL,8.0,D,5.20,Kitten's Romance,6,0,1,1,1,3,1,11,1,4,6,0.12,2,0.8333333333333334,7,0.05,9,-0.79,2,2884.6666666666665,False,False,0,False,6,5.50,False,True,349,328,340,14
2020/12/11,AQU,1,MCL,7.0,D,12.60,Mama Kin,2,0,0,1,7,-22,8,-22,8,-28,7,0.07,2,0.5,5,0.12,4,-0.41,1,5440.0,False,False,-1,False,5,11.75,False,False,382,324,412,279
2020/12/11,AQU,2,MSW,6.0,T,120.00,Bardolino,0,,,,10,,9,,10,,9,0.10,,,4,0.16,2,-0.31,10,,,,,,,,False,,361,322,353,
2020/12/11,AQU,3,STR,8.0,D,4.10,Customerexperience,8,2,2,1,1,7,3,-8,3,-2,2,0.19,3,0.625,2,0.16,5,-0.52,4,6328.333333333333,False,False,1,False,2,3.00,False,False,326,285,368,54
